Customer_ID,Customer_Name,Gender,Age,Country,City,Registration_Date,Customer_Segment,Loyalty_Level,Total_Orders,Customer_Rating
C0028,Customer 28,Female,34,Qatar,Doha,9/15/2023 0:00,Consumer,Silver,27,4.3
C0029,Customer 29,Male,57,Oman,Muscat,11/17/2020 0:00,SMB,Gold,26,3
C0030,Customer 30,Male,42,Oman,Muscat,3/14/2024 0:00,Corporate,Platinum,27,4.2
C0031,Customer 31,Male,64,UAE,Abu Dhabi,12/3/2023 0:00,Corporate,Silver,30,4.8
C0032,Customer 32,Female,44,Bahrain,Manama,11/8/2024 0:00,SMB,Platinum,36,4
C0033,Customer 33,Female,55,Oman,Muscat,2/16/2022 0:00,Consumer,Gold,17,4.4
C0034,Customer 34,Male,18,UAE,Abu Dhabi,10/29/2020 0:00,Consumer,Gold,20,3.4
C0035,Customer 35,Female,64,Oman,Muscat,3/16/2021 0:00,SMB,Silver,45,3.4
C0036,Customer 36,Female,38,Kuwait,Kuwait City,4/30/2024 0:00,SMB,Gold,12,4.9
C0037,Customer 37,Female,37,Oman,Muscat,10/11/2022 0:00,SMB,Gold,10,4.7
C0038,Customer 38,Female,49,UAE,Dubai,2/11/2025 0:00,SMB,Gold,42,3.5
C0039,Customer 39,Male,45,UAE,Abu Dhabi,2/20/2021 0:00,Corporate,Gold,19,4.9
C0040,Customer 40,Female,46,UAE,Abu Dhabi,1/18/2025 0:00,SMB,Platinum,10,3
C0041,Customer 41,Male,56,Bahrain,Manama,4/26/2025 0:00,Consumer,Silver,21,5
C0042,Customer 42,Male,46,Qatar,Doha,9/6/2023 0:00,Consumer,Gold,18,3.1
C0043,Customer 43,Male,51,Kuwait,Kuwait City,8/2/2024 0:00,Consumer,Platinum,37,4.5
C0044,Customer 44,Female,60,Qatar,Doha,12/30/2025 0:00,Corporate,Gold,23,3.7
C0045,Customer 45,Female,31,UAE,Dubai,7/13/2021 0:00,Consumer,Gold,5,3.3
C0046,Customer 46,Male,63,Bahrain,Manama,1/28/2021 0:00,Consumer,Platinum,36,4.6
C0047,Customer 47,Female,49,Saudi Arabia,Riyadh,6/19/2021 0:00,Consumer,Silver,3,3
C0048,Customer 48,Male,47,Bahrain,Manama,11/18/2022 0:00,Consumer,Silver,50,3.8
C0049,Customer 49,Female,58,UAE,Dubai,7/4/2024 0:00,Consumer,Silver,1,3.8
C0050,Customer 50,Female,48,Kuwait,Kuwait City,5/13/2023 0:00,Corporate,Silver,47,3.8
C0051,Customer 51,Female,43,Bahrain,Manama,12/9/2025 0:00,Corporate,Platinum,43,4.5
C0052,Customer 52,Female,42,Saudi Arabia,Riyadh,10/25/2025 0:00,Consumer,Gold,6,3.7
C0053,Customer 53,Female,28,Kuwait,Kuwait City,4/20/2023 0:00,Consumer,Gold,27,4
C0054,Customer 54,Male,48,Saudi Arabia,Riyadh,1/7/2024 0:00,Corporate,Platinum,3,5
C0055,Customer 55,Female,34,Kuwait,Kuwait City,3/8/2025 0:00,Consumer,Silver,8,3.3
C0056,Customer 56,Female,38,Bahrain,Manama,2/28/2022 0:00,Consumer,Platinum,2,4.9
C0057,Customer 57,Female,65,UAE,Dubai,9/26/2024 0:00,SMB,Silver,1,4.7
C0058,Customer 58,Male,39,Saudi Arabia,Dammam,3/2/2021 0:00,Consumer,Gold,7,4.6
C0059,Customer 59,Female,43,Kuwait,Kuwait City,1/26/2022 0:00,Corporate,Gold,7,3.2
C0060,Customer 60,Male,42,Kuwait,Kuwait City,8/5/2025 0:00,Consumer,Platinum,26,4.3
C0061,Customer 61,Male,46,UAE,Abu Dhabi,9/19/2021 0:00,Consumer,Gold,13,4.2
C0062,Customer 62,Female,59,Oman,Muscat,1/20/2022 0:00,Consumer,Gold,44,4
C0063,Customer 63,Female,27,UAE,Dubai,12/15/2023 0:00,Corporate,Silver,43,4
C0064,Customer 64,Female,33,Saudi Arabia,Dammam,10/9/2022 0:00,SMB,Platinum,5,3.8
C0065,Customer 65,Male,25,Saudi Arabia,Dammam,8/2/2023 0:00,SMB,Platinum,38,4
C0066,Customer 66,Female,40,Saudi Arabia,Jeddah,5/5/2022 0:00,Corporate,Gold,21,4.7
C0067,Customer 67,Male,63,Saudi Arabia,Riyadh,7/30/2022 0:00,Corporate,Gold,49,3.2
C0068,Customer 68,Female,34,Qatar,Doha,7/30/2025 0:00,SMB,Silver,25,4.1
C0069,Customer 69,Female,65,Qatar,Doha,10/14/2020 0:00,Corporate,Silver,41,4.4
C0070,Customer 70,Male,48,UAE,Abu Dhabi,4/8/2023 0:00,SMB,Silver,9,3.5
C0071,Customer 71,Female,50,Oman,Muscat,8/4/2024 0:00,SMB,Platinum,24,4.6
C0072,Customer 72,Male,25,Kuwait,Kuwait City,6/28/2021 0:00,SMB,Platinum,13,3.9
C0073,Customer 73,Male,49,UAE,Dubai,7/16/2020 0:00,Corporate,Gold,12,3.9
C0074,Customer 74,Male,22,Oman,Muscat,4/2/2023 0:00,Corporate,Platinum,18,4.9
C0075,Customer 75,Female,34,UAE,Dubai,4/11/2025 0:00,Consumer,Platinum,25,4.5
C0076,Customer 76,Male,19,UAE,Dubai,12/23/2022 0:00,Corporate,Silver,50,3.7
C0077,Customer 77,Male,44,Oman,Muscat,3/10/2025 0:00,Consumer,Platinum,48,3.8
C0078,Customer 78,Male,27,UAE,Abu Dhabi,2/13/2025 0:00,SMB,Gold,12,4.7
C0079,Customer 79,Male,36,Bahrain,Manama,1/7/2024 0:00,Corporate,Silver,42,4.8
C0080,Customer 80,Female,39,UAE,Abu Dhabi,12/20/2023 0:00,Consumer,Platinum,41,3.5
C0081,Customer 81,Female,64,Oman,Muscat,1/14/2025 0:00,Corporate,Gold,11,3.7
C0082,Customer 82,Female,34,Kuwait,Kuwait City,8/18/2021 0:00,Corporate,Platinum,10,3.5
C0083,Customer 83,Male,27,Saudi Arabia,Riyadh,8/15/2023 0:00,Corporate,Silver,50,3.9
C0084,Customer 84,Female,26,Saudi Arabia,Riyadh,7/30/2023 0:00,Corporate,Silver,1,4.3
C0085,Customer 85,Male,42,Bahrain,Manama,3/12/2025 0:00,SMB,Silver,30,5
C0086,Customer 86,Male,55,Kuwait,Kuwait City,6/10/2021 0:00,Corporate,Platinum,24,3.5
C0087,Customer 87,Male,32,Kuwait,Kuwait City,2/17/2022 0:00,SMB,Gold,21,3.2
C0088,Customer 88,Male,24,UAE,Abu Dhabi,8/4/2025 0:00,SMB,Platinum,1,3.5
C0089,Customer 89,Female,59,Oman,Muscat,2/9/2020 0:00,SMB,Silver,23,3.5
C0090,Customer 90,Male,65,Oman,Muscat,12/1/2024 0:00,Corporate,Silver,50,4.9
C0091,Customer 91,Female,20,Oman,Muscat,3/5/2022 0:00,Consumer,Platinum,22,4
C0092,Customer 92,Female,38,Qatar,Doha,3/21/2024 0:00,Consumer,Gold,41,3
C0093,Customer 93,Male,21,Kuwait,Kuwait City,7/24/2022 0:00,SMB,Platinum,40,3.8
C0094,Customer 94,Female,61,Kuwait,Kuwait City,5/17/2024 0:00,Consumer,Silver,19,4.6
C0095,Customer 95,Male,43,UAE,Abu Dhabi,7/18/2021 0:00,SMB,Silver,48,4.5
C0096,Customer 96,Male,51,Oman,Muscat,2/3/2021 0:00,Consumer,Silver,25,4.3
C0097,Customer 97,Male,35,Saudi Arabia,Jeddah,6/7/2025 0:00,Corporate,Gold,5,4
C0098,Customer 98,Female,33,Qatar,Doha,11/5/2023 0:00,SMB,Gold,31,4.8
C0099,Customer 99,Female,62,Qatar,Doha,1/1/2021 0:00,Consumer,Silver,31,4.5
C0100,Customer 100,Female,62,Kuwait,Kuwait City,7/11/2022 0:00,Corporate,Gold,33,4.5
C0101,Customer 101,Male,30,Oman,Muscat,8/18/2025 0:00,Consumer,Platinum,29,4.6
C0102,Customer 102,Female,60,Saudi Arabia,Jeddah,11/7/2024 0:00,Corporate,Gold,13,4.8
C0103,Customer 103,Female,44,Saudi Arabia,Jeddah,11/17/2022 0:00,Consumer,Gold,21,4
C0104,Customer 104,Male,38,Saudi Arabia,Dammam,2/1/2023 0:00,Corporate,Gold,25,3
C0105,Customer 105,Female,59,Saudi Arabia,Jeddah,7/22/2021 0:00,SMB,Platinum,19,3.3
C0106,Customer 106,Male,38,Qatar,Doha,7/9/2024 0:00,Corporate,Silver,38,4.4
C0107,Customer 107,Male,35,UAE,Dubai,8/11/2025 0:00,Consumer,Platinum,35,3.5
C0108,Customer 108,Male,25,Kuwait,Kuwait City,7/14/2025 0:00,Corporate,Gold,1,3.6
C0109,Customer 109,Male,43,Kuwait,Kuwait City,1/29/2022 0:00,Consumer,Silver,3,3.2
C0110,Customer 110,Female,54,Saudi Arabia,Jeddah,4/30/2024 0:00,Consumer,Silver,20,3.4
C0111,Customer 111,Male,46,Saudi Arabia,Riyadh,7/3/2021 0:00,SMB,Gold,2,3.6
C0112,Customer 112,Female,28,Qatar,Doha,6/27/2020 0:00,Consumer,Platinum,3,4.6
C0113,Customer 113,Female,34,Saudi Arabia,Dammam,1/17/2022 0:00,Consumer,Gold,27,3.2
C0114,Customer 114,Female,56,Qatar,Doha,11/4/2025 0:00,Corporate,Platinum,26,3.1
C0115,Customer 115,Male,31,Bahrain,Manama,10/7/2024 0:00,SMB,Silver,24,3.2
C0116,Customer 116,Male,46,Bahrain,Manama,4/15/2024 0:00,Corporate,Silver,27,4
C0117,Customer 117,Male,62,Qatar,Doha,4/24/2020 0:00,SMB,Platinum,8,4.7
C0118,Customer 118,Male,45,Saudi Arabia,Riyadh,12/14/2023 0:00,Corporate,Platinum,50,3.6
C0119,Customer 119,Female,51,UAE,Abu Dhabi,5/2/2023 0:00,Corporate,Gold,37,4.2
C0120,Customer 120,Female,29,Kuwait,Kuwait City,3/13/2023 0:00,SMB,Platinum,15,4.8
C0121,Customer 121,Female,34,Oman,Muscat,12/2/2022 0:00,Consumer,Platinum,15,4.1
C0122,Customer 122,Male,46,Bahrain,Manama,11/30/2020 0:00,SMB,Platinum,25,4.4
C0123,Customer 123,Male,22,Qatar,Doha,9/2/2020 0:00,Consumer,Gold,31,4.8
C0124,Customer 124,Male,25,UAE,Abu Dhabi,8/6/2020 0:00,Corporate,Silver,23,3.4
C0125,Customer 125,Female,51,Bahrain,Manama,10/20/2024 0:00,Corporate,Gold,31,3.9
C0126,Customer 126,Male,21,Oman,Muscat,10/7/2023 0:00,SMB,Platinum,32,4
C0127,Customer 127,Male,20,Kuwait,Kuwait City,3/21/2022 0:00,SMB,Gold,4,4.4
C0128,Customer 128,Female,39,Qatar,Doha,2/12/2023 0:00,SMB,Platinum,23,3.9
C0129,Customer 129,Female,44,Saudi Arabia,Jeddah,10/25/2022 0:00,Corporate,Silver,38,3.9
C0130,Customer 130,Female,33,UAE,Abu Dhabi,10/8/2021 0:00,SMB,Gold,18,4.4
C0131,Customer 131,Male,20,Oman,Muscat,8/20/2025 0:00,Consumer,Gold,22,4.6
C0132,Customer 132,Female,28,Oman,Muscat,7/17/2023 0:00,Corporate,Gold,8,3.1
C0133,Customer 133,Male,54,Bahrain,Manama,12/29/2023 0:00,Consumer,Gold,24,3.7
C0134,Customer 134,Female,28,Qatar,Doha,3/20/2022 0:00,SMB,Platinum,2,3.4
C0135,Customer 135,Male,22,Saudi Arabia,Riyadh,8/15/2021 0:00,Corporate,Silver,44,3.7
C0136,Customer 136,Female,35,Oman,Muscat,7/1/2022 0:00,SMB,Silver,34,3.6
C0137,Customer 137,Female,41,Oman,Muscat,12/1/2024 0:00,SMB,Gold,5,4.1
C0138,Customer 138,Male,59,Saudi Arabia,Riyadh,1/19/2020 0:00,Corporate,Gold,17,3.4
C0139,Customer 139,Female,18,Qatar,Doha,10/12/2021 0:00,Corporate,Silver,45,4
C0140,Customer 140,Female,53,Bahrain,Manama,5/15/2022 0:00,Consumer,Gold,20,4.8
C0141,Customer 141,Female,49,Saudi Arabia,Dammam,1/13/2022 0:00,SMB,Silver,45,4.5
C0142,Customer 142,Female,50,Saudi Arabia,Riyadh,7/19/2021 0:00,Corporate,Gold,35,3.9
C0143,Customer 143,Female,21,Oman,Muscat,11/6/2022 0:00,Consumer,Gold,4,3.9
C0144,Customer 144,Female,39,Kuwait,Kuwait City,2/17/2025 0:00,SMB,Silver,39,4.3
C0145,Customer 145,Male,35,Oman,Muscat,6/24/2025 0:00,SMB,Platinum,16,4.9
C0146,Customer 146,Female,48,Oman,Muscat,1/3/2024 0:00,Corporate,Silver,21,3.4
C0147,Customer 147,Male,43,Kuwait,Kuwait City,3/28/2025 0:00,Corporate,Gold,45,3.3
C0148,Customer 148,Female,39,Kuwait,Kuwait City,10/29/2022 0:00,Consumer,Gold,1,3.9
C0149,Customer 149,Female,58,Bahrain,Manama,1/20/2020 0:00,SMB,Gold,36,5
C0150,Customer 150,Male,28,Kuwait,Kuwait City,3/20/2020 0:00,Corporate,Platinum,35,4.3
C0151,Customer 151,Male,57,Bahrain,Manama,5/27/2023 0:00,SMB,Platinum,35,4.4
C0152,Customer 152,Female,18,Kuwait,Kuwait City,2/18/2022 0:00,SMB,Silver,43,3.5
C0153,Customer 153,Male,53,Kuwait,Kuwait City,11/12/2024 0:00,SMB,Gold,48,3.3
C0154,Customer 154,Male,56,Qatar,Doha,12/13/2020 0:00,SMB,Platinum,49,4.3
C0155,Customer 155,Male,38,Oman,Muscat,2/3/2025 0:00,SMB,Platinum,31,4.1
C0156,Customer 156,Male,36,Bahrain,Manama,11/12/2024 0:00,Consumer,Gold,5,3.7
C0157,Customer 157,Male,63,Qatar,Doha,3/28/2023 0:00,Consumer,Silver,22,3
C0158,Customer 158,Female,50,Saudi Arabia,Dammam,10/15/2023 0:00,SMB,Silver,46,4.6
C0159,Customer 159,Female,47,UAE,Dubai,2/18/2021 0:00,Consumer,Silver,32,4.5
C0160,Customer 160,Female,20,Bahrain,Manama,8/29/2025 0:00,Corporate,Gold,7,4
C0161,Customer 161,Male,52,Qatar,Doha,12/19/2023 0:00,Consumer,Gold,14,4.9
C0162,Customer 162,Male,28,Kuwait,Kuwait City,12/20/2022 0:00,Corporate,Silver,14,4.8
C0163,Customer 163,Male,52,Bahrain,Manama,10/4/2020 0:00,SMB,Gold,37,3.1
C0164,Customer 164,Female,50,Qatar,Doha,4/11/2021 0:00,Consumer,Platinum,7,4
C0165,Customer 165,Female,53,Oman,Muscat,4/11/2020 0:00,Consumer,Silver,49,4.1
C0166,Customer 166,Female,65,Qatar,Doha,11/9/2020 0:00,SMB,Gold,45,3.8
C0167,Customer 167,Female,54,Kuwait,Kuwait City,11/29/2025 0:00,Corporate,Gold,11,3.5
C0168,Customer 168,Male,46,Bahrain,Manama,12/26/2024 0:00,SMB,Platinum,44,4.4
C0169,Customer 169,Female,47,Bahrain,Manama,6/11/2025 0:00,Consumer,Platinum,11,3.3
C0170,Customer 170,Female,51,Saudi Arabia,Dammam,12/28/2023 0:00,Consumer,Gold,15,3.2
C0171,Customer 171,Female,51,UAE,Abu Dhabi,3/1/2025 0:00,Corporate,Silver,17,3.7
C0172,Customer 172,Male,28,Oman,Muscat,7/6/2020 0:00,Consumer,Gold,30,3.1
C0173,Customer 173,Male,42,Qatar,Doha,12/14/2020 0:00,SMB,Gold,29,3.7
C0174,Customer 174,Female,58,Qatar,Doha,3/5/2020 0:00,Consumer,Gold,32,4.1
C0175,Customer 175,Male,46,UAE,Abu Dhabi,12/27/2024 0:00,SMB,Gold,21,4.1
C0176,Customer 176,Female,25,UAE,Abu Dhabi,1/30/2021 0:00,SMB,Silver,9,3.4
C0177,Customer 177,Male,19,Kuwait,Kuwait City,5/16/2024 0:00,Consumer,Silver,42,3.6
C0178,Customer 178,Male,45,Qatar,Doha,1/28/2022 0:00,Corporate,Silver,6,3.5
C0179,Customer 179,Male,52,Qatar,Doha,8/16/2025 0:00,Corporate,Silver,45,4.4
C0180,Customer 180,Female,24,Qatar,Doha,9/3/2024 0:00,SMB,Gold,8,3.7
C0181,Customer 181,Female,51,Qatar,Doha,8/10/2024 0:00,SMB,Silver,9,3.6
C0182,Customer 182,Female,44,Qatar,Doha,12/9/2020 0:00,Consumer,Silver,3,4.2
C0183,Customer 183,Male,40,Oman,Muscat,7/3/2025 0:00,Consumer,Silver,41,4.6
C0184,Customer 184,Female,61,Kuwait,Kuwait City,9/15/2022 0:00,SMB,Silver,18,4.7
C0185,Customer 185,Female,31,Kuwait,Kuwait City,12/31/2020 0:00,Consumer,Gold,47,4
C0186,Customer 186,Female,52,Saudi Arabia,Jeddah,7/17/2023 0:00,SMB,Gold,3,4.1
C0187,Customer 187,Female,41,Saudi Arabia,Riyadh,7/1/2022 0:00,SMB,Gold,22,4.2
C0188,Customer 188,Female,50,Saudi Arabia,Riyadh,6/30/2022 0:00,Corporate,Gold,30,4.3
C0189,Customer 189,Female,59,Oman,Muscat,5/26/2023 0:00,SMB,Silver,24,3.2
C0190,Customer 190,Female,24,Kuwait,Kuwait City,1/31/2021 0:00,Corporate,Silver,42,3.1
C0191,Customer 191,Male,36,Saudi Arabia,Dammam,7/20/2023 0:00,Corporate,Platinum,25,3.7
C0192,Customer 192,Male,44,Saudi Arabia,Dammam,11/16/2025 0:00,Corporate,Gold,42,3.6
C0193,Customer 193,Female,23,Oman,Muscat,12/24/2024 0:00,Consumer,Platinum,22,4.4
C0194,Customer 194,Male,35,Qatar,Doha,8/1/2023 0:00,Corporate,Gold,36,3.1
C0195,Customer 195,Female,52,Oman,Muscat,6/18/2022 0:00,SMB,Silver,18,3.2
C0196,Customer 196,Female,42,Bahrain,Manama,3/10/2023 0:00,Corporate,Gold,47,3.9
C0197,Customer 197,Male,59,Saudi Arabia,Dammam,4/18/2021 0:00,Corporate,Gold,49,4.6
C0198,Customer 198,Female,37,Oman,Muscat,7/14/2023 0:00,Consumer,Silver,17,3.2
C0199,Customer 199,Male,52,Qatar,Doha,12/18/2023 0:00,SMB,Silver,38,4.3
C0200,Customer 200,Female,40,Kuwait,Kuwait City,12/6/2025 0:00,Corporate,Gold,24,4.1
C0201,Customer 201,Female,47,Bahrain,Manama,2/26/2020 0:00,Corporate,Silver,31,3.4
C0202,Customer 202,Male,20,Saudi Arabia,Jeddah,8/12/2023 0:00,Consumer,Platinum,43,4.6
C0203,Customer 203,Female,61,Bahrain,Manama,5/15/2025 0:00,SMB,Platinum,17,3.6
C0204,Customer 204,Female,60,Kuwait,Kuwait City,1/17/2021 0:00,Corporate,Gold,49,4.2
C0205,Customer 205,Female,27,Qatar,Doha,3/15/2021 0:00,Corporate,Silver,26,3.1
C0206,Customer 206,Male,31,Qatar,Doha,1/24/2024 0:00,SMB,Silver,16,4.2
C0207,Customer 207,Male,18,Oman,Muscat,2/10/2023 0:00,Corporate,Silver,33,3.9
C0208,Customer 208,Male,45,Saudi Arabia,Jeddah,12/11/2021 0:00,Consumer,Platinum,11,4.9
C0209,Customer 209,Male,44,Qatar,Doha,1/22/2024 0:00,Consumer,Gold,49,3.4
C0210,Customer 210,Male,40,UAE,Abu Dhabi,5/6/2023 0:00,Corporate,Gold,14,4.5
C0211,Customer 211,Female,39,Bahrain,Manama,11/26/2021 0:00,Consumer,Silver,22,4.6
C0212,Customer 212,Male,61,Oman,Muscat,8/4/2024 0:00,Consumer,Silver,37,4
C0213,Customer 213,Female,54,Bahrain,Manama,11/14/2025 0:00,SMB,Platinum,37,5
C0214,Customer 214,Male,27,Qatar,Doha,2/29/2024 0:00,Consumer,Platinum,8,3.3
C0215,Customer 215,Female,21,Qatar,Doha,1/7/2023 0:00,SMB,Silver,35,4.2
C0216,Customer 216,Female,41,UAE,Dubai,4/16/2022 0:00,Consumer,Platinum,1,4.2
C0217,Customer 217,Female,34,UAE,Dubai,9/27/2025 0:00,Consumer,Gold,39,4.7
C0218,Customer 218,Female,29,Saudi Arabia,Dammam,2/15/2023 0:00,Consumer,Platinum,41,3.6
C0219,Customer 219,Male,38,Oman,Muscat,2/14/2025 0:00,SMB,Gold,49,4.6
C0220,Customer 220,Male,46,Qatar,Doha,8/6/2022 0:00,SMB,Silver,44,4.5
C0221,Customer 221,Male,44,Saudi Arabia,Dammam,6/8/2025 0:00,SMB,Platinum,48,4.5
C0222,Customer 222,Male,57,Saudi Arabia,Riyadh,4/1/2020 0:00,SMB,Platinum,45,4.4
C0223,Customer 223,Female,35,Bahrain,Manama,7/12/2022 0:00,SMB,Platinum,29,4.8
C0224,Customer 224,Male,33,Kuwait,Kuwait City,2/23/2024 0:00,Corporate,Gold,23,4.1
C0225,Customer 225,Male,27,Bahrain,Manama,11/21/2020 0:00,Corporate,Gold,20,4.3
C0226,Customer 226,Female,45,Bahrain,Manama,2/15/2024 0:00,Consumer,Silver,42,3.4
C0227,Customer 227,Female,29,Bahrain,Manama,9/8/2025 0:00,SMB,Gold,20,3.9
C0228,Customer 228,Female,27,Saudi Arabia,Jeddah,6/11/2020 0:00,SMB,Silver,2,4.6
C0229,Customer 229,Male,19,Qatar,Doha,2/11/2020 0:00,Consumer,Platinum,18,4.8
C0230,Customer 230,Female,53,Bahrain,Manama,12/16/2021 0:00,Corporate,Gold,47,3.3
C0231,Customer 231,Female,45,Bahrain,Manama,10/16/2021 0:00,Consumer,Silver,21,4.6
C0232,Customer 232,Female,57,Oman,Muscat,10/12/2021 0:00,SMB,Platinum,2,3.9
C0233,Customer 233,Female,30,Bahrain,Manama,9/22/2021 0:00,SMB,Platinum,11,4.6
C0234,Customer 234,Male,50,Kuwait,Kuwait City,9/5/2024 0:00,SMB,Silver,50,4.9
C0235,Customer 235,Male,25,Kuwait,Kuwait City,8/2/2020 0:00,Consumer,Platinum,38,3.7
C0236,Customer 236,Female,26,Kuwait,Kuwait City,3/24/2020 0:00,Consumer,Silver,41,3.4
C0237,Customer 237,Male,43,Saudi Arabia,Jeddah,6/22/2023 0:00,SMB,Platinum,32,4.4
C0238,Customer 238,Male,51,Saudi Arabia,Jeddah,11/7/2020 0:00,Consumer,Gold,8,4.7
C0239,Customer 239,Male,58,Saudi Arabia,Jeddah,7/20/2023 0:00,SMB,Silver,2,4.1
C0240,Customer 240,Female,22,Kuwait,Kuwait City,4/3/2020 0:00,Corporate,Platinum,18,3.1
C0241,Customer 241,Female,27,Oman,Muscat,8/1/2024 0:00,Corporate,Silver,9,4.7
C0242,Customer 242,Male,20,Saudi Arabia,Jeddah,9/9/2024 0:00,Consumer,Silver,27,3.9
C0243,Customer 243,Male,34,UAE,Dubai,11/1/2021 0:00,Corporate,Platinum,42,3.1
C0244,Customer 244,Male,19,Oman,Muscat,3/12/2022 0:00,SMB,Platinum,19,3.5
C0245,Customer 245,Female,62,Qatar,Doha,8/9/2020 0:00,Consumer,Gold,32,3.8
C0246,Customer 246,Female,31,Bahrain,Manama,10/9/2020 0:00,Consumer,Platinum,9,4.3
C0247,Customer 247,Female,47,Saudi Arabia,Dammam,9/1/2023 0:00,Corporate,Platinum,9,4.7
C0248,Customer 248,Female,34,UAE,Abu Dhabi,7/7/2022 0:00,SMB,Silver,25,3.4
C0249,Customer 249,Female,32,Oman,Muscat,3/14/2022 0:00,SMB,Platinum,6,3.3
C0250,Customer 250,Female,41,UAE,Dubai,7/29/2020 0:00,Consumer,Silver,45,4.9
C0251,Customer 251,Female,31,UAE,Abu Dhabi,12/4/2021 0:00,Corporate,Gold,10,3.4
C0252,Customer 252,Female,22,Oman,Muscat,6/13/2025 0:00,SMB,Gold,30,4.8
C0253,Customer 253,Male,49,UAE,Abu Dhabi,8/25/2023 0:00,Corporate,Gold,36,3.8
C0254,Customer 254,Female,52,Qatar,Doha,7/1/2024 0:00,Consumer,Silver,46,4
C0255,Customer 255,Male,53,Qatar,Doha,7/31/2022 0:00,Corporate,Silver,29,3.9
C0256,Customer 256,Female,23,Oman,Muscat,1/11/2021 0:00,SMB,Silver,2,4.1
C0257,Customer 257,Male,45,Kuwait,Kuwait City,1/16/2024 0:00,Consumer,Platinum,29,3.1
C0258,Customer 258,Male,46,UAE,Dubai,11/24/2025 0:00,Consumer,Silver,14,4.1
C0259,Customer 259,Male,44,Oman,Muscat,10/13/2022 0:00,Corporate,Silver,49,3.7
C0260,Customer 260,Male,62,Saudi Arabia,Dammam,1/9/2023 0:00,Corporate,Silver,1,3.7
C0261,Customer 261,Female,19,Kuwait,Kuwait City,2/1/2025 0:00,Consumer,Gold,1,4.6
C0262,Customer 262,Male,49,Kuwait,Kuwait City,6/28/2025 0:00,Corporate,Silver,15,4.1
C0263,Customer 263,Male,24,Qatar,Doha,8/25/2024 0:00,Consumer,Gold,32,4
C0264,Customer 264,Male,23,Kuwait,Kuwait City,4/11/2023 0:00,Corporate,Gold,41,4.2
C0265,Customer 265,Female,22,Oman,Muscat,8/26/2021 0:00,Corporate,Silver,12,3.4
C0266,Customer 266,Male,18,Kuwait,Kuwait City,1/18/2024 0:00,Consumer,Gold,4,3.7
